"","age","sex","civil_status","education","professional_experience","COMP1","COMP2","COMP3","COMP4","COMP5","CONF1","CONF2","CONF3","CONF4","CONF5","INSE1","INSE2","INSE3","INSE4","INSE5","alene","leder","bransje","kj√∏nn","complexity"
"384",31,1,1,2,"13",3,3,6,7,7,4,1,1,1,1,1,1,1,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",26
"385",42,1,2,2,"24",4,6,4,6,6,6,6,7,6,6,5,6,6,6,6,FALSE,FALSE,"Helse og omsorg","kvinne",26
"386",45,1,3,4,"25",2,2,3,2,2,4,3,5,5,5,1,1,1,1,1,FALSE,FALSE,"Annet","kvinne",11
"387",29,1,2,3,"9",2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",10
"388",64,1,5,3,"45",6,7,6,7,7,2,2,2,2,2,3,2,2,1,2,TRUE,FALSE,"Helse og omsorg","kvinne",33
"389",29,1,2,2,"11",4,4,5,3,2,1,1,1,1,1,1,1,1,3,1,FALSE,FALSE,"Helse og omsorg","kvinne",18
"390",35,1,3,4,"7",3,1,2,3,1,1,3,4,4,4,2,5,1,5,5,FALSE,FALSE,"Annet","kvinne",10
"391",42,1,2,3,"17",1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",9
"392",24,1,2,3,"4",5,5,5,7,6,2,2,2,2,2,2,4,2,2,2,FALSE,FALSE,"Helse og omsorg","kvinne",28
"393",43,1,2,2,"15",5,6,6,7,5,2,2,2,2,2,4,2,3,4,2,FALSE,FALSE,"Helse og omsorg","kvinne",29
"394",40,1,1,2,"19",3,5,4,5,4,3,3,3,3,3,1,1,1,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",21
"395",60,1,3,2,"40",6,6,5,7,7,4,2,2,2,2,2,2,2,2,2,FALSE,FALSE,"Helse og omsorg","kvinne",31
"396",30,1,2,3,"8",1,1,1,5,5,6,5,6,6,6,6,6,6,6,5,FALSE,FALSE,"Annet","kvinne",13
"397",37,1,3,4,"17",4,5,3,4,3,1,1,1,1,1,2,2,2,1,1,FALSE,FALSE,"Annet","kvinne",19
"398",40,1,2,4,"20",1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,FALSE,FALSE,"Annet","kvinne",7
"399",55,1,3,4,"35",5,5,5,3,3,2,1,1,1,1,2,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",21
"400",59,1,2,2,"40",4,4,4,5,4,2,2,2,2,2,1,1,1,1,1,FALSE,FALSE,"Annet","kvinne",21
"401",38,1,3,3,"8",4,5,5,6,5,6,5,5,5,7,6,7,5,6,6,FALSE,FALSE,"Helse og omsorg","kvinne",25
"402",37,2,3,3,"15",2,2,2,5,5,5,2,5,5,5,2,2,2,2,2,FALSE,TRUE,"Annet","mann",16
"403",56,1,3,3,"30",7,7,7,7,7,7,7,7,7,7,7,7,7,1,3,FALSE,FALSE,"Helse og omsorg","kvinne",35
"404",48,1,2,2,"24",5,5,5,5,5,6,5,5,5,5,4,2,4,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",25
"405",33,1,2,4,"10",2,4,2,5,5,1,2,5,2,2,2,2,2,2,2,FALSE,FALSE,"Annet","kvinne",18
"406",50,1,3,2,"23",4,4,5,7,7,5,5,5,5,5,4,2,2,2,2,FALSE,FALSE,"Helse og omsorg","kvinne",27
"407",36,1,1,3,"12",6,6,6,6,6,4,2,2,4,2,2,2,2,2,6,TRUE,FALSE,"Helse og omsorg","kvinne",30
"408",44,2,3,2,"26",1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,FALSE,FALSE,"Annet","mann",6
"409",32,1,1,3,"9",6,6,6,5,4,6,4,4,4,4,4,4,4,3,3,TRUE,FALSE,"Helse og omsorg","kvinne",27
"410",50,1,1,4,"22",7,7,7,7,7,5,3,2,2,2,2,2,2,2,2,TRUE,FALSE,"Helse og omsorg","kvinne",35
"411",27,1,2,2,"9",6,7,5,7,5,2,3,3,2,3,3,7,7,6,5,FALSE,FALSE,"Helse og omsorg","kvinne",30
"412",54,1,3,4,"30",2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,FALSE,FALSE,"Annet","kvinne",8
"413",43,1,3,2,"26",4,4,3,4,5,5,1,1,1,2,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",20
"414",47,1,2,3,"20",4,4,4,6,5,7,4,6,4,5,3,5,3,4,3,FALSE,FALSE,"Helse og omsorg","kvinne",23
"415",37,1,1,3,"21",2,4,2,6,6,6,5,6,3,5,1,1,1,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",20
"416",37,1,1,4,"5",6,6,6,7,7,4,4,6,6,6,1,1,1,1,1,TRUE,FALSE,"Annet","kvinne",32
"417",35,1,1,2,"16",2,2,2,2,3,6,3,5,3,3,1,1,1,1,1,TRUE,FALSE,"Annet","kvinne",11
"418",47,1,3,2,"27",5,6,6,6,5,6,6,6,5,5,4,2,3,2,2,FALSE,FALSE,"Helse og omsorg","kvinne",28
"419",36,1,3,3,"13",3,4,5,4,4,1,1,2,1,1,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",20
"420",46,1,3,3,"20",4,4,4,5,5,2,2,4,2,3,5,2,2,1,1,FALSE,FALSE,"Annet","kvinne",22
"421",60,1,6,3,"42",4,3,5,6,4,2,2,2,1,1,1,1,1,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",22
"422",41,1,1,2,"25",4,4,7,4,4,3,3,2,4,3,2,6,5,5,5,TRUE,FALSE,"Annet","kvinne",23
"423",46,2,2,2,"",2,4,2,6,6,4,4,7,4,4,1,1,1,1,1,FALSE,TRUE,"Annet","mann",20
"424",22,1,1,2,"1",5,2,4,6,5,1,1,1,2,1,2,4,1,6,4,TRUE,FALSE,"Annet","kvinne",22
"425",58,1,5,3,"37",5,5,2,5,3,5,3,3,3,5,3,2,3,2,2,TRUE,FALSE,"Helse og omsorg","kvinne",20
"426",53,2,3,4,"26",1,1,1,1,2,1,1,6,1,1,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","mann",6
"427",36,1,3,3,"5",3,6,2,2,2,3,2,2,2,2,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",15
"428",33,1,1,1,"10",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",5
"429",42,1,3,4,"16",2,2,2,2,1,2,6,6,2,5,2,2,3,5,2,FALSE,TRUE,"Helse og omsorg","kvinne",9
"430",44,1,3,2,"26",4,6,4,4,5,2,2,2,2,2,2,1,2,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",23
"431",56,2,2,2,"42",4,5,5,6,4,5,6,5,5,5,5,5,5,5,4,FALSE,TRUE,"Annet","mann",24
"432",48,1,3,3,"30",4,4,2,5,3,2,2,2,2,2,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",18
"433",34,1,1,2,"6",6,5,6,4,6,5,1,2,1,5,6,5,6,6,7,TRUE,FALSE,"Helse og omsorg","kvinne",27
"434",50,1,3,3,"23",1,1,5,6,4,1,3,7,2,2,1,2,2,3,2,FALSE,FALSE,"Annet","kvinne",17
"435",59,1,3,2,"30",2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,FALSE,FALSE,"Helse og omsorg","kvinne",10
"436",37,1,3,3,"16",2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",12
"437",28,1,2,4,"5",5,7,5,5,6,2,1,1,1,2,3,1,3,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",28
"438",50,1,3,4,"27",4,3,4,5,5,5,5,6,5,5,1,1,1,1,1,FALSE,FALSE,"Annet","kvinne",21
"439",28,2,2,2,"8",1,1,1,5,1,7,7,7,5,3,1,1,1,1,1,FALSE,FALSE,"Annet","mann",9
"440",31,1,2,4,"10",3,2,2,6,5,2,2,3,2,2,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",18
"441",30,1,1,2,"1",6,6,2,7,7,5,5,6,6,7,2,4,2,2,4,TRUE,FALSE,"Helse og omsorg","kvinne",28
"442",57,1,1,3,"30",1,2,2,5,2,3,1,1,1,2,1,1,1,1,1,TRUE,TRUE,"Annet","kvinne",12
"443",35,1,2,2,"16",4,2,2,3,2,2,2,2,2,2,2,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",13
"444",33,1,1,3,"10",4,6,3,6,5,1,1,1,1,1,4,1,1,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",24
"445",47,2,2,3,"27",5,6,6,3,3,5,2,5,6,4,1,4,7,3,5,FALSE,TRUE,"Annet","mann",23
"446",22,1,1,3,"6",4,3,4,6,4,1,1,1,1,1,6,1,4,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",21
"447",66,2,2,4,"40",1,1,2,3,2,4,3,5,2,5,1,1,1,1,1,FALSE,TRUE,"Annet","mann",9
"448",38,2,1,3,"20",2,2,4,5,3,3,2,4,2,4,1,1,1,1,1,TRUE,FALSE,"Helse og omsorg","mann",16
"449",62,1,3,4,"31",4,5,4,6,7,2,2,2,2,2,4,5,5,2,5,FALSE,FALSE,"Helse og omsorg","kvinne",26
"450",35,1,2,3,"16",5,7,4,7,6,5,5,5,5,5,3,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",29
"451",48,1,2,2,"30",7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,FALSE,FALSE,"Helse og omsorg","kvinne",35
"452",67,2,3,4,"38",6,6,6,7,7,5,6,6,6,6,7,6,6,6,4,FALSE,FALSE,"Annet","mann",32
"453",30,1,1,3,"10",7,7,7,7,7,5,2,3,3,3,3,3,2,3,2,TRUE,FALSE,"Helse og omsorg","kvinne",35
"454",45,1,1,3,"20",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Annet","kvinne",5
"455",39,1,3,4,"15",1,1,2,2,2,5,2,5,5,5,1,1,1,1,1,FALSE,FALSE,"Annet","kvinne",8
"456",31,1,1,4,"11",2,2,2,2,2,4,2,2,1,2,1,1,1,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",10
"457",48,1,5,3,"18",1,2,2,5,2,5,5,5,5,5,1,1,1,1,1,TRUE,TRUE,"Helse og omsorg","kvinne",12
"458",38,1,2,2,"20",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,FALSE,FALSE,"Helse og omsorg","kvinne",11
"459",37,2,2,2,"15",1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","mann",5
"460",33,1,1,2,"15",2,2,2,2,2,2,2,2,2,2,4,4,5,5,5,TRUE,FALSE,"Annet","kvinne",10
"461",48,1,2,3,"30",1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",7
"462",53,1,3,3,"30",7,7,6,7,7,3,3,3,3,3,4,3,3,3,3,FALSE,FALSE,"Annet","kvinne",34
"463",34,1,5,3,"13",5,6,4,4,4,1,1,1,1,1,1,1,1,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",23
"464",30,2,3,3,"10",3,5,4,5,2,1,1,1,1,2,2,2,2,1,1,FALSE,FALSE,"Helse og omsorg","mann",19
"465",35,1,2,2,"16",3,4,6,7,7,3,3,4,3,3,4,1,2,2,1,FALSE,FALSE,"Helse og omsorg","kvinne",27
"466",29,1,2,2,"11",4,7,6,6,6,4,3,3,3,3,4,2,3,2,1,FALSE,FALSE,"Helse og omsorg","kvinne",29
"467",47,1,2,3,"25",4,4,4,5,5,6,5,6,5,6,2,2,2,4,3,FALSE,FALSE,"Helse og omsorg","kvinne",22
"468",36,1,3,4,"11",5,5,5,7,7,4,2,2,3,4,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",29
"469",33,1,3,3,"10",4,4,3,1,2,1,1,1,1,1,1,5,5,7,6,FALSE,FALSE,"Helse og omsorg","kvinne",14
"470",47,2,2,3,"32",2,2,2,5,2,6,5,6,5,5,1,2,3,3,1,FALSE,FALSE,"Annet","mann",13
"471",40,1,3,4,"12",2,5,3,2,1,1,2,2,2,2,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",13
"472",30,2,3,2,"14",2,2,3,7,1,7,6,6,6,6,1,1,1,1,1,FALSE,FALSE,"Annet","mann",15
"473",52,1,3,4,"28",3,4,2,5,3,6,4,4,3,3,3,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",17
"474",38,1,2,4,"16",6,7,7,7,6,6,7,7,7,7,1,1,1,1,1,FALSE,FALSE,"Annet","kvinne",33
"475",23,1,2,2,"6",7,7,6,7,7,3,2,2,2,2,4,5,5,4,4,FALSE,FALSE,"Helse og omsorg","kvinne",34
"476",35,1,3,2,"18",7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",35
"477",55,1,1,2,"40",6,6,7,7,6,3,2,6,2,2,1,1,1,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",32
"478",40,1,1,4,"14",6,6,5,7,7,5,5,4,5,4,3,1,1,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",31
"479",47,1,3,4,"19",4,5,4,6,6,4,4,3,3,2,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",25
"480",46,1,3,3,"4",5,2,5,3,2,2,2,2,2,2,2,2,2,2,2,FALSE,FALSE,"Helse og omsorg","kvinne",17
"481",22,1,2,3,"0",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",5
"482",31,1,2,2,"10",4,4,4,2,5,2,2,2,2,2,2,5,6,6,5,FALSE,FALSE,"Helse og omsorg","kvinne",19
"483",43,1,5,4,"24",3,3,4,3,2,2,2,2,4,4,2,1,1,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",15
"484",65,2,1,2,"47",2,2,1,4,5,2,2,2,2,2,2,2,2,5,2,TRUE,FALSE,"Helse og omsorg","mann",14
"485",38,2,3,2,"19",1,1,1,2,2,4,3,4,4,5,1,1,1,2,1,FALSE,FALSE,"Annet","mann",7
"486",34,1,3,4,"10",2,1,2,1,1,2,1,1,1,1,1,1,3,2,1,FALSE,FALSE,"Annet","kvinne",7
"487",48,1,3,3,"22",1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",10
"488",55,1,1,3,"30",5,5,5,6,6,6,2,2,2,2,2,1,1,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",27
"489",41,1,2,3,"20",1,2,2,3,3,3,1,1,1,1,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",11
"490",49,1,1,3,"30",6,6,6,7,7,4,4,3,3,3,5,2,2,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",32
"491",62,2,3,2,"44",1,2,2,4,5,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,"Annet","mann",14
"492",25,2,1,2,"8",2,2,1,5,1,1,1,3,4,6,1,1,1,1,1,TRUE,FALSE,"Annet","mann",11
"493",32,2,3,3,"16",6,6,6,2,2,2,1,1,1,1,1,1,1,1,1,FALSE,TRUE,"Annet","mann",22
"494",51,2,5,2,"32",4,5,5,6,6,3,2,2,2,2,3,1,3,1,1,TRUE,FALSE,"Helse og omsorg","mann",26
"495",54,1,3,2,"35",4,5,4,5,5,7,7,7,6,6,5,6,5,4,4,FALSE,FALSE,"Helse og omsorg","kvinne",23
"496",35,1,2,3,"13",6,7,5,5,5,4,5,5,5,5,1,1,1,1,1,FALSE,TRUE,"Helse og omsorg","kvinne",28
"497",54,1,2,2,"30",2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,FALSE,TRUE,"Annet","kvinne",9
"498",56,2,3,4,"32",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,"Annet","mann",5
"499",36,1,3,2,"12",6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,FALSE,FALSE,"Helse og omsorg","kvinne",30
"500",57,1,1,3,"34",2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Annet","kvinne",8
"501",58,1,1,3,"40",2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,TRUE,FALSE,"Helse og omsorg","kvinne",12
"502",55,1,3,2,"15",3,6,4,6,7,2,1,1,2,2,2,3,3,2,5,FALSE,FALSE,"Helse og omsorg","kvinne",26
"503",33,1,4,2,"2",4,7,7,6,7,4,1,1,1,1,1,4,4,4,3,TRUE,FALSE,"Annet","kvinne",31
"504",48,1,1,3,"28",4,3,2,3,1,1,1,1,1,1,3,5,5,5,5,TRUE,FALSE,"Annet","kvinne",13
"505",31,1,3,3,"16",4,5,5,7,6,7,6,6,6,6,5,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",27
"506",58,2,2,4,"30",2,2,3,6,6,4,4,5,3,5,1,1,1,1,1,FALSE,TRUE,"Annet","mann",19
"507",53,1,3,2,"35",4,3,2,5,5,2,2,2,2,2,2,1,2,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",19
"508",66,2,3,4,"42",4,5,4,4,4,2,5,6,5,4,3,2,2,2,2,FALSE,FALSE,"Helse og omsorg","mann",21
"509",39,1,2,3,"15",3,3,3,5,3,4,3,4,3,3,1,1,2,2,2,FALSE,FALSE,"Annet","kvinne",17
"510",44,1,2,3,"21",5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,FALSE,FALSE,"Helse og omsorg","kvinne",25
"511",32,2,1,3,"10",1,1,1,1,1,5,5,5,5,2,3,3,2,2,2,TRUE,FALSE,"Annet","mann",5
"512",46,1,3,4,"20",6,5,6,7,7,1,4,6,2,4,1,1,1,1,1,FALSE,TRUE,"Annet","kvinne",31
"513",52,3,5,4,"36",2,4,3,2,2,4,3,3,3,3,2,2,2,2,2,TRUE,FALSE,"Helse og omsorg","kvinne",13
"514",49,2,3,4,"24",4,5,6,6,6,7,7,6,6,7,1,1,1,1,1,FALSE,FALSE,"Annet","mann",27
"515",42,1,2,4,"20",2,3,2,4,4,2,1,1,1,1,4,1,1,1,2,FALSE,FALSE,"Helse og omsorg","kvinne",15
"516",40,1,2,2,"24",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",5
"517",40,1,3,3,"23",4,6,6,7,4,7,7,7,7,7,4,3,3,2,2,FALSE,TRUE,"Helse og omsorg","kvinne",27
"518",42,2,3,2,"25",1,1,1,2,1,3,3,3,3,3,1,2,2,2,2,FALSE,FALSE,"Annet","mann",6
"519",59,1,3,4,"42",4,2,3,4,4,2,2,2,2,2,2,2,2,2,2,FALSE,FALSE,"Helse og omsorg","kvinne",17
"520",27,1,1,3,"2016",4,4,5,6,5,2,2,2,2,2,2,2,2,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",24
"521",41,1,3,3,"20",2,2,3,6,6,1,1,1,1,1,4,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",19
"522",37,1,2,3,"",1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",10
"523",35,1,1,3,"16",4,3,2,4,3,5,5,4,4,4,1,1,1,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",16
"524",58,1,5,4,"31",4,5,2,5,7,1,1,1,1,1,1,1,1,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",23
"525",24,1,2,3,"1",6,6,6,7,7,4,4,4,4,4,3,3,3,3,3,FALSE,FALSE,"Helse og omsorg","kvinne",32
"526",46,1,3,4,"22",1,3,2,4,3,1,3,5,5,5,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",13
"527",25,1,2,3,"8",2,2,2,5,3,4,5,5,4,5,1,1,1,1,1,FALSE,FALSE,"Annet","kvinne",14
"528",62,1,1,4,"43",4,2,2,2,2,2,4,4,2,4,1,1,1,1,1,TRUE,TRUE,"Annet","kvinne",12
"529",37,1,2,3,"10",4,7,3,5,6,2,4,5,3,3,2,1,1,1,1,FALSE,FALSE,"Annet","kvinne",25
"530",46,2,3,4,"20",2,2,1,3,4,3,3,2,1,2,1,1,1,1,1,FALSE,TRUE,"Annet","mann",12
"531",52,2,1,3,"36",3,1,2,4,5,6,7,7,7,6,2,1,1,1,2,TRUE,FALSE,"Annet","mann",15
"532",57,1,3,2,"40",5,4,5,6,6,7,6,6,3,5,2,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",26
"533",40,1,2,3,"14",3,1,4,6,5,6,5,7,5,6,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",19
"534",35,1,3,3,"17",6,6,4,6,6,3,2,2,3,2,3,2,4,4,1,FALSE,FALSE,"Helse og omsorg","kvinne",28
"535",46,2,3,3,"26",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,FALSE,FALSE,"Annet","mann",10
"536",38,1,1,4,"18",6,7,4,6,6,5,5,5,5,4,2,2,2,1,2,TRUE,FALSE,"Helse og omsorg","kvinne",29
"537",47,2,2,4,"17",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,FALSE,TRUE,"Annet","mann",10
"538",64,2,3,4,"45",4,5,5,6,5,2,4,6,2,2,1,1,1,1,1,FALSE,FALSE,"Annet","mann",25
"539",27,1,1,4,"5",3,1,2,2,1,4,2,2,2,2,4,4,4,3,3,TRUE,FALSE,"Annet","kvinne",9
"540",43,1,2,2,"27",2,6,6,5,4,3,1,1,1,2,2,2,2,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",23
"541",35,1,3,2,"16",7,7,5,7,7,2,5,6,4,5,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",33
"542",31,1,1,3,"13",3,2,1,6,6,5,4,4,4,4,2,2,2,2,2,TRUE,FALSE,"Helse og omsorg","kvinne",18
"543",50,1,2,4,"28",4,6,6,6,6,6,6,6,6,6,2,1,1,1,1,FALSE,FALSE,"Annet","kvinne",28
"544",40,1,1,3,"10",3,4,1,6,5,5,7,7,7,6,1,1,1,1,1,TRUE,TRUE,"Helse og omsorg","kvinne",19
"545",40,1,3,4,"22",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",5
"546",33,1,3,4,"10",1,2,4,2,2,2,3,3,3,3,1,1,1,1,1,FALSE,FALSE,"Annet","kvinne",11
"547",43,1,3,3,"20",3,5,4,4,4,4,3,3,5,5,5,2,2,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",20
"548",50,2,4,4,"25",1,3,2,4,3,2,1,1,2,4,1,1,1,1,1,TRUE,FALSE,"Helse og omsorg","mann",13
"549",65,2,1,4,"21",6,6,6,7,7,7,6,6,5,6,5,6,6,5,5,TRUE,FALSE,"Helse og omsorg","mann",32
"550",62,1,5,2,"30",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,TRUE,FALSE,"Helse og omsorg","kvinne",35
"551",36,2,3,3,"15",1,1,2,2,2,3,4,3,3,2,1,1,4,3,5,FALSE,FALSE,"Annet","mann",8
"552",56,1,2,2,"38",5,4,3,6,5,3,2,4,4,4,2,3,4,2,2,FALSE,FALSE,"Annet","kvinne",23
"553",31,1,2,3,"10",5,4,5,5,6,5,4,4,4,3,6,1,4,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",25
"554",53,1,3,4,"25",6,7,4,7,7,5,6,6,6,6,3,3,3,1,2,FALSE,FALSE,"Annet","kvinne",31
"555",32,1,1,2,"14",1,1,4,5,3,1,1,1,1,1,4,5,4,6,7,TRUE,FALSE,"Helse og omsorg","kvinne",14
"556",38,1,2,3,"22",4,6,4,6,7,3,3,5,4,4,2,1,3,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",27
"557",51,1,2,3,"25",2,3,4,5,4,3,2,2,2,2,4,4,4,4,4,FALSE,FALSE,"Annet","kvinne",18
"558",39,1,2,1,"22",1,2,2,4,2,7,6,6,5,5,2,2,2,2,2,FALSE,TRUE,"Annet","kvinne",11
"559",44,1,3,4,"18",5,5,5,4,4,6,5,4,3,4,2,2,2,2,2,FALSE,FALSE,"Annet","kvinne",23
"560",52,1,3,3,"30",1,2,1,6,6,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,"Annet","kvinne",16
"561",22,2,2,2,"5",2,2,3,3,2,4,2,3,1,1,1,1,1,1,1,FALSE,FALSE,"Annet","mann",12
"562",31,1,2,2,"16",1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,FALSE,FALSE,"Annet","kvinne",6
"563",35,1,2,4,"4",1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,FALSE,FALSE,"Annet","kvinne",6
"564",59,2,1,2,"35",2,1,1,1,1,1,6,4,2,2,1,1,1,1,1,TRUE,FALSE,"Helse og omsorg","mann",6
"565",50,1,3,3,"30",5,5,5,5,4,5,5,5,5,5,2,2,5,2,2,FALSE,FALSE,"Helse og omsorg","kvinne",24
"566",31,1,1,2,"14",4,5,4,5,6,4,3,3,2,4,1,3,3,2,6,TRUE,FALSE,"Helse og omsorg","kvinne",24
"567",30,1,2,3,"8",5,5,6,6,6,2,1,1,2,2,5,1,1,2,1,FALSE,FALSE,"Helse og omsorg","kvinne",28
"568",61,1,3,4,"40",2,5,2,2,2,2,2,5,1,2,2,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",13
"569",38,2,3,2,"20",6,5,6,6,6,5,4,4,4,4,2,2,2,5,2,FALSE,FALSE,"Annet","mann",29
"570",54,2,1,2,"38",1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,TRUE,FALSE,"Annet","mann",5
"571",60,1,5,2,"42",5,5,5,5,5,4,4,4,4,4,3,2,2,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",25
"572",29,1,2,2,"11",2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,FALSE,FALSE,"Helse og omsorg","kvinne",10
"573",25,1,1,3,"3",2,2,2,3,2,2,4,4,4,4,1,1,1,1,1,TRUE,FALSE,"Annet","kvinne",11
"574",50,1,3,3,"35",2,4,3,2,2,1,2,2,2,3,2,1,2,1,1,FALSE,TRUE,"Annet","kvinne",13
"575",51,1,3,4,"20",4,5,3,6,5,2,2,5,2,2,2,1,2,1,1,FALSE,FALSE,"Annet","kvinne",23
"576",34,2,1,1,"1",1,1,2,2,4,1,1,1,1,2,1,1,1,2,1,TRUE,FALSE,"Annet","mann",10
